ALIAS CODE,OBJECT_TABLE_NAME,OBJECT_CODE,NAMING_SYSTEM_CODE,ALIAS,REMARKS
5252,Coordinate Reference System,3258,7302,WGS 84 / SCAR SS55-57
5253,Coordinate Reference System,3259,7302,WGS 84 / SCAR SS58-60
5254,Coordinate Reference System,3260,7302,WGS 84 / SCAR ST01-04
5255,Coordinate Reference System,3261,7302,WGS 84 / SCAR ST05-08
5256,Coordinate Reference System,3262,7302,WGS 84 / SCAR ST09-12
5257,Coordinate Reference System,3263,7302,WGS 84 / SCAR ST13-16
5258,Coordinate Reference System,3264,7302,WGS 84 / SCAR ST17-20
5259,Coordinate Reference System,3265,7302,WGS 84 / SCAR ST21-24
5260,Coordinate Reference System,3266,7302,WGS 84 / SCAR ST25-28
5261,Coordinate Reference System,3267,7302,WGS 84 / SCAR ST29-32
5262,Coordinate Reference System,3268,7302,WGS 84 / SCAR ST33-36
5263,Coordinate Reference System,3269,7302,WGS 84 / SCAR ST37-40
5264,Coordinate Reference System,3270,7302,WGS 84 / SCAR ST41-44
5265,Coordinate Reference System,3271,7302,WGS 84 / SCAR ST45-48
5266,Coordinate Reference System,3272,7302,WGS 84 / SCAR ST49-52
5267,Coordinate Reference System,3273,7302,WGS 84 / SCAR ST53-56
5268,Coordinate Reference System,3274,7302,WGS 84 / SCAR ST57-60
5269,Coordinate Reference System,3275,7302,WGS 84 / SCAR SU01-05
5270,Coordinate Reference System,3276,7302,WGS 84 / SCAR SU06-10
5271,Coordinate Reference System,3277,7302,WGS 84 / SCAR SU11-15
5272,Coordinate Reference System,3278,7302,WGS 84 / SCAR SU16-20
5273,Coordinate Reference System,3279,7302,WGS 84 / SCAR SU21-25
5274,Coordinate Reference System,3280,7302,WGS 84 / SCAR SU26-30
5275,Coordinate Reference System,3281,7302,WGS 84 / SCAR SU31-35
5276,Coordinate Reference System,3282,7302,WGS 84 / SCAR SU36-40
5277,Coordinate Reference System,3283,7302,WGS 84 / SCAR SU41-45
5278,Coordinate Reference System,3284,7302,WGS 84 / SCAR SU46-50
5279,Coordinate Reference System,3285,7302,WGS 84 / SCAR SU51-55
5280,Coordinate Reference System,3286,7302,WGS 84 / SCAR SU56-60
5281,Coordinate Reference System,3287,7302,WGS 84 / SCAR SV01-10
5282,Coordinate Reference System,3288,7302,WGS 84 / SCAR SV11-20
5283,Coordinate Reference System,3289,7302,WGS 84 / SCAR SV21-30
5284,Coordinate Reference System,3290,7302,WGS 84 / SCAR SV31-40
5285,Coordinate Reference System,3291,7302,WGS 84 / SCAR SV41-50
5286,Coordinate Reference System,3292,7302,WGS 84 / SCAR SV51-60
5287,Coordinate Reference System,3293,7302,WGS 84 / SCAR SW01-60
5288,Coordinate Reference System,3294,7302,WGS 84 / Transantarctic
5289,Coordinate Reference System,3302,7302,IGN63 Hiva Oa / UTM 7S
5290,Coordinate Reference System,3303,7302,Fatu Iva 72 / UTM 7S
5291,Coordinate Reference System,3307,7302,Nakhl-e Ghanem / UTM 39N
5292,Coordinate Reference System,3309,7302,NAD27 / CA Albers
5293,Coordinate Reference System,3310,7302,NAD83 / CA Albers
5294,Coordinate Reference System,3311,7302,NAD83(HARN) / CA Albers
5295,Coordinate Reference System,3314,7302,Katanga 1955 / Lambert
5296,Coordinate Reference System,3315,7302,Katanga 1955 / TM
5297,Coordinate Reference System,3316,7302,Kasai 1953 / Congo TM 22
5298,Coordinate Reference System,3317,7302,Kasai 1953 / Congo TM 24
5299,Coordinate Reference System,3318,7302,IGC 1962 / Congo TM 12
5300,Coordinate Reference System,3319,7302,IGC 1962 / Congo TM 14
5301,Coordinate Reference System,3320,7302,IGC 1962 / Congo TM 16
5302,Coordinate Reference System,3321,7302,IGC 1962 / Congo TM 18
5303,Coordinate Reference System,3322,7302,IGC 1962 / Congo TM 20
5304,Coordinate Reference System,3323,7302,IGC 1962 / Congo TM 22
5305,Coordinate Reference System,3324,7302,IGC 1962 / Congo TM 24
5306,Coordinate Reference System,3325,7302,IGC 1962 / Congo TM 26
5307,Coordinate Reference System,3326,7302,IGC 1962 / Congo TM 28
5308,Coordinate Reference System,3327,7302,IGC 1962 / Congo TM 30
5309,Coordinate Reference System,3329,7302,Pulkovo 42(58) / 3GK zn5
5310,Coordinate Reference System,3840,7302,Pulkovo 42(58) / 3GKzn10
5311,Coordinate Reference System,3837,7302,Pulkovo 42(58) / 3GK zn3
5312,Coordinate Reference System,3838,7302,Pulkovo 42(58) / 3GK zn4
5313,Coordinate Reference System,3330,7302,Pulkovo 42(58) / 3GK zn6
5314,Coordinate Reference System,3331,7302,Pulkovo 42(58) / 3GK zn7
5315,Coordinate Reference System,3332,7302,Pulkovo 42(58) / 3GK zn8
5316,Coordinate Reference System,3839,7302,Pulkovo 42(58) / 3GK zn9
5317,Coordinate Reference System,3841,7302,Pulkovo 42(83) / 3GK zn6
5318,Coordinate Reference System,3833,7302,Pulkovo 42(58) / GK zn 2
5319,Coordinate Reference System,3333,7302,Pulkovo 42(58) / GK zn 3
5320,Coordinate Reference System,3334,7302,Pulkovo 42(58) / GK zn 4
5321,Coordinate Reference System,3335,7302,Pulkovo 42(58) / GK zn 5
5322,Coordinate Reference System,3842,7302,Pulkovo 42(83) / 3GK zn7
5323,Coordinate Reference System,3843,7302,Pulkovo 42(83) / 3GK zn8
5324,Coordinate Reference System,3834,7302,Pulkovo 42(83) / GK zn 2
5325,Coordinate Reference System,3835,7302,Pulkovo 42(83) / GK zn 3
5326,Coordinate Reference System,3836,7302,Pulkovo 42(83) / GK zn 4
5327,Coordinate Reference System,3779,7302,NAD83(CSRS) / AB 3TM 111
5328,Coordinate Reference System,3780,7302,NAD83(CSRS) / AB 3TM 114
5329,Coordinate Reference System,3781,7302,NAD83(CSRS) / AB 3TM 117
5330,Coordinate Reference System,3802,7302,NAD83(CSRS) / AB 3TM 120
5331,Coordinate Reference System,26891,7302,NAD83(CSRS) / MTM zn 11
5332,Coordinate Reference System,26892,7302,NAD83(CSRS) / MTM zn 12
5333,Coordinate Reference System,26893,7302,NAD83(CSRS) / MTM zn 13
5334,Coordinate Reference System,26894,7302,NAD83(CSRS) / MTM zn 14
5335,Coordinate Reference System,26895,7302,NAD83(CSRS) / MTM zn 15
5336,Coordinate Reference System,26896,7302,NAD83(CSRS) / MTM zn 16
5337,Coordinate Reference System,26897,7302,NAD83(CSRS) / MTM zn 17
5338,Coordinate Reference System,3799,7302,NAD83(CSRS) / MTQ LCC
5339,Coordinate Reference System,3581,7302,NAD83(CSRS) / NWT LCC
5340,Coordinate Reference System,3761,7302,NAD83(CSRS) / UTM 22N
5341,Coordinate Reference System,3579,7302,NAD83(CSRS) / YT Albers
5342,Coordinate Reference System,3441,7302,NAD83(HARN) / AR N ftUS
5343,Coordinate Reference System,3442,7302,NAD83(HARN) / AR S ftUS
5344,Coordinate Reference System,3760,7302,NAD83(HARN) / HI 3 ftUS
5345,Coordinate Reference System,3443,7302,NAD83(HARN) / IL E ftUS
5346,Coordinate Reference System,3444,7302,NAD83(HARN) / IL W ftUS
5347,Coordinate Reference System,3425,7302,NAD83(HARN) / IA N ftUS
5348,Coordinate Reference System,3426,7302,NAD83(HARN) / IA S ftUS
5349,Coordinate Reference System,3427,7302,NAD83(HARN) / KS N ftUS
5350,Coordinate Reference System,3428,7302,NAD83(HARN) / KS S ftUS
5351,Coordinate Reference System,3456,7302,NAD83(HARN) / LA N ftUS
5352,Coordinate Reference System,3457,7302,NAD83(HARN) / LA S ftUS
5353,Coordinate Reference System,26855,7302,NAD83(HARN) / ME E ftUS
5354,Coordinate Reference System,26856,7302,NAD83(HARN) / ME W ftUS
5355,Coordinate Reference System,3079,7302,NAD83(HARN) / MI Georef
5356,Coordinate Reference System,26858,7302,NAD83(HARN) / MN C ftUS
5357,Coordinate Reference System,26857,7302,NAD83(HARN) / MN N ftUS
5358,Coordinate Reference System,26859,7302,NAD83(HARN) / MN S ftUS
5359,Coordinate Reference System,26860,7302,NAD83(HARN) / NE (ftUS)
5360,Coordinate Reference System,3430,7302,NAD83(HARN) / NV C ftUS
5361,Coordinate Reference System,3429,7302,NAD83(HARN) / NV E ftUS
5362,Coordinate Reference System,3431,7302,NAD83(HARN) / NV W ftUS
5363,Coordinate Reference System,3445,7302,NAD83(HARN) / NH (ftUS)
5364,Coordinate Reference System,3432,7302,NAD83(HARN) / NJ (ftUS)
5365,Coordinate Reference System,3358,7302,NAD83(HARN) / NC (m)
5366,Coordinate Reference System,3404,7302,NAD83(HARN) / NC (ftUS)
5367,Coordinate Reference System,3753,7302,NAD83(HARN) / OH N ftUS
5368,Coordinate Reference System,3754,7302,NAD83(HARN) / OH S ftUS
5369,Coordinate Reference System,3362,7302,NAD83(HARN) / PA N (m)
5370,Coordinate Reference System,3363,7302,NAD83(HARN) / PA N ftUS
5371,Coordinate Reference System,3364,7302,NAD83(HARN) / PA S (m)
5372,Coordinate Reference System,3365,7302,NAD83(HARN) / PA S ftUS
5373,Coordinate Reference System,3446,7302,NAD83(HARN) / RI (ftUS)
5374,Coordinate Reference System,3360,7302,NAD83(HARN) / SC (m)
5375,Coordinate Reference System,3361,7302,NAD83(HARN) / SC (ftUS)
5376,Coordinate Reference System,3458,7302,NAD83(HARN) / SD N ftUS
5377,Coordinate Reference System,3459,7302,NAD83(HARN) / SD S ftUS
5378,Coordinate Reference System,3569,7302,NAD83(HARN) / UT C ftUS
5379,Coordinate Reference System,3568,7302,NAD83(HARN) / UT N ftUS
5380,Coordinate Reference System,3570,7302,NAD83(HARN) / UT S ftUS
5381,Coordinate Reference System,3740,7302,NAD83(HARN) / UTM 10N
5382,Coordinate Reference System,3741,7302,NAD83(HARN) / UTM 11N
5383,Coordinate Reference System,3742,7302,NAD83(HARN) / UTM 12N
5384,Coordinate Reference System,3743,7302,NAD83(HARN) / UTM 13N
5385,Coordinate Reference System,3744,7302,NAD83(HARN) / UTM 14N
5386,Coordinate Reference System,3745,7302,NAD83(HARN) / UTM 15N
5387,Coordinate Reference System,3746,7302,NAD83(HARN) / UTM 16N
5388,Coordinate Reference System,3747,7302,NAD83(HARN) / UTM 17N
5389,Coordinate Reference System,3748,7302,NAD83(HARN) / UTM 18N
5390,Coordinate Reference System,3749,7302,NAD83(HARN) / UTM 19N
5391,Coordinate Reference System,3750,7302,NAD83(HARN) / UTM 4N
5392,Coordinate Reference System,3751,7302,NAD83(HARN) / UTM 5N
5393,Coordinate Reference System,26861,7302,NAD83(HARN) / WV N ftUS
5394,Coordinate Reference System,26862,7302,NAD83(HARN) / WV S ftUS
5395,Coordinate Reference System,3755,7302,NAD83(HARN) / WY E ftUS
5396,Coordinate Reference System,3756,7302,NAD83(HARN) / WY EC ftUS
5397,Coordinate Reference System,3758,7302,NAD83(HARN) / WY W ftUS
5398,Coordinate Reference System,3757,7302,NAD83(HARN) / WY WC ftUS
5399,Coordinate Reference System,3757,7301,NAD83(HPGN) / Wyoming West Central (ftUS)
5400,Coordinate Reference System,3758,7302,NAD83(HPGN) / Wyoming West (ftUS)
5401,Coordinate Reference System,3756,7302,NAD83(HPGN) / Wyoming East Central (ftUS)
5402,Coordinate Reference System,3755,7302,NAD83(HPGN) / Wyoming East (ftUS)
5403,Coordinate Reference System,3754,7301,NAD83(HPGN) / Ohio South (ftUS)
5404,Coordinate Reference System,3753,7302,NAD83(HPGN) / Ohio North (ftUS)
5405,Coordinate Reference System,3336,7302,Kerguelen 62 / UTM 42S
5406,Coordinate Reference System,3337,7302,Le Pouce 34 / Mauritius
5407,Coordinate Reference System,3339,7302,IGCB 1955 / Congo TM 12
5408,Coordinate Reference System,3340,7302,IGCB 1955 / Congo TM 14
5409,Coordinate Reference System,3341,7302,IGCB 1955 / Congo TM 16
5410,Coordinate Reference System,3343,7302,Mauritania 99 / UTM 28N
5411,Coordinate Reference System,3344,7302,Mauritania 99 / UTM 29N
5412,Coordinate Reference System,3345,7302,Mauritania 99 / UTM 30N
5413,Coordinate Reference System,3350,7302,Pulkovo 1942 / CS63 C0
5414,Coordinate Reference System,3351,7302,Pulkovo 1942 / CS63 C1
5415,Coordinate Reference System,3352,7302,Pulkovo 1942 / CS63 C2
5416,Coordinate Reference System,3354,7302,Mhast offshore / UTM 32S
5417,Coordinate Reference System,3353,7302,Mhast onshore / UTM 32S
5418,Coordinate Reference System,3356,7302,G Cayman 1959 / UTM 17N
5419,Coordinate Reference System,3357,7302,L Cayman 1961 / UTM 17N
5420,Coordinate Reference System,3367,7302,IGN Astro 1960 / UTM 28N
5421,Coordinate Reference System,3368,7302,IGN Astro 1960 / UTM 29N
5422,Coordinate Reference System,3369,7302,IGN Astro 1960 / UTM 30N
5423,Coordinate Reference System,3376,7302,GDM2000 / E Malaysia RSO
5424,Coordinate Reference System,3378,7302,GDM2000 / Melaka Grid
5425,Coordinate Reference System,3381,7302,GDM2000 / Terengganu
5426,Coordinate Reference System,3383,7302,GDM2000 / Kedah Grid
5427,Coordinate Reference System,3388,7302,Pulkovo 1942 / Caspian
5431,Coordinate Reference System,3396,7302,PD/83 / 3GK zone 3
5432,Coordinate Reference System,3397,7302,PD/83 / 3GK zone 4
5433,Coordinate Reference System,3398,7302,RD/83 / 3GK zone 4
5434,Coordinate Reference System,3399,7302,RD/83 / 3GK zone 5
5435,Coordinate Reference System,3403,7302,NAD83(CSRS) / AB 10TM R
5436,Coordinate Reference System,3402,7302,NAD83(CSRS) / AB 10TM F
5437,Coordinate Reference System,3401,7302,NAD83 / AB 10TM Resource
5438,Coordinate Reference System,3400,7302,NAD83 / AB 10TM Forest
5439,Coordinate Reference System,3407,7302,Hong Kong 1963 Grid
5440,Coordinate Reference System,3411,7302,NSIDC Sea Ice PS North
5441,Coordinate Reference System,3412,7302,NSIDC Sea Ice PS South
5442,Coordinate Reference System,3413,7302,WGS 84 / NSIDC PS North
5443,Coordinate Reference System,3417,7302,NAD83 / Iowa N (ft US)
5444,Coordinate Reference System,3418,7302,NAD83 / Iowa S (ft US)
5445,Coordinate Reference System,3419,7302,NAD83 / Kansas N (ft US)
5446,Coordinate Reference System,3420,7302,NAD83 / Kansas S (ft US)
5447,Coordinate Reference System,3421,7302,NAD83 / Nevada E (ft US)
5448,Coordinate Reference System,3422,7302,NAD83 / Nevada C (ft US)
5449,Coordinate Reference System,3423,7302,NAD83 / Nevada W (ft US)
5450,Coordinate Reference System,3424,7302,NAD83 / New Jersey ft US
5451,Coordinate Reference System,3433,7302,NAD83 / Arkansas N ftUS
5452,Coordinate Reference System,3434,7302,NAD83 / Arkansas S ftUS
5453,Coordinate Reference System,3435,7302,NAD83 / Illinois E ftUS
5454,Coordinate Reference System,3436,7302,NAD83 / Illinois W ftUS
5455,Coordinate Reference System,3437,7302,NAD83 / NH (ftUS)
5456,Coordinate Reference System,3438,7302,NAD83 / RI (ftUS)
5457,Coordinate Reference System,3448,7302,JAD2001 / JA Metric Grid
5458,Coordinate Reference System,3451,7302,NAD83 / Louisiana N ftUS
5459,Coordinate Reference System,3452,7302,NAD83 / Louisiana S ftUS
5460,Coordinate Reference System,3453,7302,NAD83 / LA Offshore ftUS
5461,Coordinate Reference System,3454,7302,NAD83 / S Dakota N ftUS
5462,Coordinate Reference System,3455,7302,NAD83 / S Dakota S ftUS
5463,Coordinate Reference System,3460,7302,Fiji 1986 / Map Grid
5464,Coordinate Reference System,3461,7302,Dabola 1981 / UTM 28N
5465,Coordinate Reference System,3462,7302,Dabola 1981 / UTM 29N
5466,Coordinate Reference System,3560,7302,NAD83 / Utah North ftUS
5467,Coordinate Reference System,3566,7302,NAD83 / Utah Cen ftUS
5468,Coordinate Reference System,3567,7302,NAD83 / Utah South ftUS
5469,Coordinate Reference System,3571,7302,WGS 84 / LAEA Bering Sea
5470,Coordinate Reference System,3572,7302,WGS 84 / LAEA Alaska
5471,Coordinate Reference System,3573,7302,WGS 84 / LAEA Canada
5472,Coordinate Reference System,3574,7302,WGS 84 / LAEA Atlantic
5473,Coordinate Reference System,3575,7302,WGS 84 / LAEA Europe
5474,Coordinate Reference System,3576,7302,WGS 84 / LAEA Russia
5475,Coordinate Reference System,3577,7302,GDA94 / Aus Albers
5476,Coordinate Reference System,3706,7302,NAD83(NSRS) / UTM 59N
5477,Coordinate Reference System,3707,7302,NAD83(NSRS) / UTM 60N
5478,Coordinate Reference System,3708,7302,NAD83(NSRS) / UTM 1N
5479,Coordinate Reference System,3709,7302,NAD83(NSRS) / UTM 2N
5480,Coordinate Reference System,3710,7302,NAD83(NSRS) / UTM 3N
5481,Coordinate Reference System,3711,7302,NAD83(NSRS) / UTM 4N
5482,Coordinate Reference System,3712,7302,NAD83(NSRS) / UTM 5N
5483,Coordinate Reference System,3713,7302,NAD83(NSRS) / UTM 6N
5484,Coordinate Reference System,3714,7302,NAD83(NSRS) / UTM 7N
5485,Coordinate Reference System,3715,7302,NAD83(NSRS) / UTM 8N
5486,Coordinate Reference System,3716,7302,NAD83(NSRS) / UTM 9N
5487,Coordinate Reference System,3717,7302,NAD83(NSRS) / UTM 10N
5488,Coordinate Reference System,3718,7302,NAD83(NSRS) / UTM 11N
5489,Coordinate Reference System,3719,7302,NAD83(NSRS) / UTM 12N
5490,Coordinate Reference System,3720,7302,NAD83(NSRS) / UTM 13N
5491,Coordinate Reference System,3721,7302,NAD83(NSRS) / UTM 14N
5492,Coordinate Reference System,3722,7302,NAD83(NSRS) / UTM 15N
5493,Coordinate Reference System,3723,7302,NAD83(NSRS) / UTM 16N
5494,Coordinate Reference System,3724,7302,NAD83(NSRS) / UTM 17N
5495,Coordinate Reference System,3725,7302,NAD83(NSRS) / UTM 18N
5496,Coordinate Reference System,3726,7302,NAD83(NSRS) / UTM 19N
5497,Coordinate Reference System,3734,7302,NAD83 / Ohio N (ftUS)
5498,Coordinate Reference System,3735,7302,NAD83 / Ohio S (ftUS)
5499,Coordinate Reference System,3736,7302,NAD83 / Wyoming E (ftUS)
5500,Coordinate Reference System,3737,7302,NAD83 / Wyoming EC ftUS
5501,Coordinate Reference System,3738,7302,NAD83 / Wyoming WC ftUS
5502,Coordinate Reference System,3739,7302,NAD83 / Wyoming W (ftUS)
5503,Coordinate Reference System,3759,7302,NAD83 / Hawaii 3 (ftUS)
5504,Coordinate Reference System,3762,7302,WGS 84 / S Georgia LCC
5505,Coordinate Reference System,3764,7302,NZGD2000 / CI Circuit
5506,Coordinate Reference System,3771,7302,NAD27 / Alberta 3TM 111
5507,Coordinate Reference System,3772,7302,NAD27 / Alberta 3TM 114
5508,Coordinate Reference System,3773,7302,NAD27 / Alberta 3TM 117
5509,Coordinate Reference System,3800,7302,NAD27 / Alberta 3TM 112
5510,Coordinate Reference System,3775,7302,NAD83 / Alberta 3TM 111
5511,Coordinate Reference System,3776,7302,NAD83 / Alberta 3TM 114
5512,Coordinate Reference System,3777,7302,NAD83 / Alberta 3TM 117
5513,Coordinate Reference System,3801,7302,NAD83 / Alberta 3TM 120
5514,Coordinate Reference System,3783,7302,Pitcairn 2006 / TM
5515,Coordinate Reference System,3784,7302,Pitcairn 1967 / UTM 9S
5516,Coordinate Reference System,3785,7302,Popular Vis CRS / Merc
5517,Coordinate Reference System,3786,7302,World Equidistant Cyl
5518,Coordinate Reference System,3829,7302,Hu Tzu Shan / UTM 51N
5519,Coordinate Reference System,3845,7302,SWEREF99 / RT90 7.5 gon V
5520,Coordinate Reference System,3846,7302,SWEREF99 / RT90 5 gon V
5521,Coordinate Reference System,3847,7302,SWEREF99 / RT90 2.5 gon V
5522,Coordinate Reference System,3848,7302,SWEREF99 / RT90 0 gon
5523,Coordinate Reference System,3849,7302,SWEREF99 / RT90 2.5 gon O
5524,Coordinate Reference System,3850,7302,SWEREF99 / RT90 5 gon O
5525,Coordinate Reference System,3920,7302,Puerto Rico / UTM 20N
5527,Coordinate Reference System,5607,7302,Bora Bora 2001 height
5528,Datum,5202,7302,Bora Bora 2001
5529,Datum,5124,7302,Fahud HD
5530,Datum,5132,7302,DNN,
5531,Coordinate Reference System,5733,7301,Dansk Normal Nul height,
5532,Coordinate Reference System,5736,7302,YS56 height,
5533,Coordinate Reference System,5737,7302,YS85 height,
5534,Datum,5138,7302,ODN Orkney,
5535,Coordinate Reference System,5753,7301,Nivellement General de Nouvelle Caledonie,
5536,Coordinate Reference System,5755,7301,Nivellement General Guyanais 1977,
5537,Coordinate Reference System,20436,7302,Ain el Abd / UTM 36N,
5538,Coordinate Reference System,20440,7302,Ain el Abd / UTM 40N,
5539,Coordinate Reference System,20791,7302,DLx,The same abbreviation is is also used for Lisbon / Portuguese Grid New (CRS code 5018).
5540,Coordinate Reference System,21453,7302,Beijing 1954 / GK CM 75E,
5541,Coordinate Reference System,21454,7302,Beijing 1954 / GK CM 81E,
5542,Coordinate Reference System,21455,7302,Beijing 1954 / GK CM 87E,
5543,Coordinate Reference System,21456,7302,Beijing 1954 / GK CM 93E,
5544,Coordinate Reference System,21457,7302,Beijing 1954 / GK CM 99E,
5545,Coordinate Reference System,21458,7302,Beijing 1954 / GK CM 105E,
5546,Coordinate Reference System,21459,7302,Beijing 1954 / GK CM 111E
5547,Coordinate Reference System,21460,7302,Beijing 1954 / GK CM 117E
5548,Coordinate Reference System,21461,7302,Beijing 1954 / GK CM 123E
5549,Coordinate Reference System,21462,7302,Beijing 1954 / GK CM 129E
5550,Coordinate Reference System,21463,7302,Beijing 1954 / GK CM 135E
5551,Coordinate Reference System,21818,7302,Bogota 1975 / UTM 18N
5552,Coordinate Reference System,22521,7302,Corrego Alegre / UTM 21S
5553,Coordinate Reference System,22522,7302,Corrego Alegre / UTM 22S
5554,Coordinate Reference System,22525,7302,Corrego Alegre / UTM 25S
5555,Coordinate Reference System,23830,7302,DGN95 / Indonesia 46.2
5556,Coordinate Reference System,23831,7302,DGN95 / Indonesia 47.1
5557,Coordinate Reference System,23832,7302,DGN95 / Indonesia 47.2
5558,Coordinate Reference System,23833,7302,DGN95 / Indonesia 48.1
5559,Coordinate Reference System,23834,7302,DGN95 / Indonesia 48.2
5560,Coordinate Reference System,23835,7302,DGN95 / Indonesia 49.1
5561,Coordinate Reference System,23836,7302,DGN95 / Indonesia 49.2
5562,Coordinate Reference System,23837,7302,DGN95 / Indonesia 50.1
5563,Coordinate Reference System,23838,7302,DGN95 / Indonesia 50.2
5564,Coordinate Reference System,23839,7302,DGN95 / Indonesia 51.1
5565,Coordinate Reference System,23840,7302,DGN95 / Indonesia 51.2
5566,Coordinate Reference System,23841,7302,DGN95 / Indonesia 52.1
5567,Coordinate Reference System,23842,7302,DGN95 / Indonesia 52.2
5568,Coordinate Reference System,23843,7302,DGN95 / Indonesia 53.1
5569,Coordinate Reference System,23844,7302,DGN95 / Indonesia 53.2
5570,Coordinate Reference System,23845,7302,DGN95 / Indonesia 54.1
5571,Coordinate Reference System,26847,7302,NAD83 / Maine E (ftUS)
5572,Coordinate Reference System,26848,7302,NAD83 / Maine W (ftUS)
5573,Coordinate Reference System,26849,7302,NAD83 / Minnesota N ftUS
5574,Coordinate Reference System,26850,7302,NAD83 / Minnesota C ftUS
5575,Coordinate Reference System,26851,7302,NAD83 / Minnesota S ftUS
5576,Coordinate Reference System,26853,7302,NAD83 / WV North (ftUS)
5577,Coordinate Reference System,26854,7302,NAD83 / WV South (ftUS)
5578,Coordinate Reference System,27037,7302,Nahrwan 1967 / UTM 37N
5579,Coordinate Reference System,27205,7302,NZGD49 / Mount Eden
5580,Coordinate Reference System,27206,7302,NZGD49 / Bay of Plenty
5581,Coordinate Reference System,27207,7302,NZGD49 / Poverty Bay
5582,Coordinate Reference System,27208,7302,NZGD49 / Hawkes Bay
5583,Coordinate Reference System,27209,7302,NZGD49 / Taranaki
5584,Coordinate Reference System,27210,7302,NZGD49 / Tuhirangi
5585,Coordinate Reference System,27211,7302,NZGD49 / Wanganui
5586,Coordinate Reference System,27212,7302,NZGD49 / Wairarapa
5587,Coordinate Reference System,27213,7302,NZGD49 / Wellington
5588,Coordinate Reference System,27214,7302,NZGD49 / Collingwood
5589,Coordinate Reference System,27220,7302,NZGD49 / Marlborough
5590,Coordinate Reference System,27221,7302,NZGD49 / Hokitika
5591,Coordinate Reference System,27223,7302,NZGD49 / Jacksons Bay
5592,Coordinate Reference System,27224,7302,NZGD49 / Mount Pleasant
5593,Coordinate Reference System,27227,7302,NZGD49 / Lindis Peak
5594,Coordinate Reference System,27228,7302,NZGD49 / Mount Nicholas
5595,Coordinate Reference System,27229,7302,NZGD49 / Mount York
5596,Coordinate Reference System,27230,7302,NZGD49 / Observation Pt
5597,Coordinate Reference System,27231,7302,NZGD49 / North Taieri
5598,Coordinate Reference System,27493,7302,Datum 73 / Modified Grid
5599,Coordinate Reference System,28404,7302,Pulkovo 1942 / GK zone 4
5600,Coordinate Reference System,28405,7302,Pulkovo 1942 / GK zone 5
5601,Coordinate Reference System,29901,7302,OSNI 52 / Irish Nat Grid
5602,Coordinate Reference System,30179,7302,Tokyo / Japan zone XIX
5603,Coordinate Reference System,30493,7302,Voirol79 / N Algeria old
5604,Coordinate Reference System,30494,7302,Voirol79 / S Algeria old
5605,Coordinate Reference System,31251,7302,MGI (Ferro) / Aut GK W
5606,Coordinate Reference System,31252,7302,MGI (Ferro) / Aut GK C
5607,Coordinate Reference System,31253,7302,MGI (Ferro) / Aut GK E
5608,Coordinate Reference System,31466,7302,DHDN / 3GK zone 2
5609,Coordinate Reference System,31467,7302,DHDN / 3GK zone 3
5610,Coordinate Reference System,31468,7302,DHDN / 3GK zone 4
5611,Coordinate Reference System,31469,7302,DHDN / 3GK zone 5
5612,Coordinate Reference System,31528,7302,Conakry 1905 / UTM 28N
5613,Coordinate Reference System,31529,7302,Conakry 1905 / UTM 29N
5614,Coordinate Reference System,31965,7302,SIRGAS 2000 / UTM 11N
5615,Coordinate Reference System,31966,7302,SIRGAS 2000 / UTM 12N
5616,Coordinate Reference System,31967,7302,SIRGAS 2000 / UTM 13N
5617,Coordinate Reference System,31968,7302,SIRGAS 2000 / UTM 14N
5618,Coordinate Reference System,31969,7302,SIRGAS 2000 / UTM 15N
5619,Coordinate Reference System,31970,7302,SIRGAS 2000 / UTM 16N
5620,Coordinate Reference System,31971,7302,SIRGAS 2000 / UTM 17N
5621,Coordinate Reference System,31972,7302,SIRGAS 2000 / UTM 18N
5622,Coordinate Reference System,31973,7302,SIRGAS 2000 / UTM 19N
5623,Coordinate Reference System,31974,7302,SIRGAS 2000 / UTM 20N
5624,Coordinate Reference System,31975,7302,SIRGAS 2000 / UTM 21N
5625,Coordinate Reference System,31976,7302,SIRGAS 2000 / UTM 22N
5626,Coordinate Reference System,31977,7302,SIRGAS 2000 / UTM 17S
5627,Coordinate Reference System,31978,7302,SIRGAS 2000 / UTM 18S
5628,Coordinate Reference System,31979,7302,SIRGAS 2000 / UTM 19S
5629,Coordinate Reference System,31980,7302,SIRGAS 2000 / UTM 20S
5630,Coordinate Reference System,31981,7302,SIRGAS 2000 / UTM 21S
5631,Coordinate Reference System,31982,7302,SIRGAS 2000 / UTM 22S
5632,Coordinate Reference System,31983,7302,SIRGAS 2000 / UTM 23S
5633,Coordinate Reference System,31984,7302,SIRGAS 2000 / UTM 24S
5634,Coordinate Reference System,31985,7302,SIRGAS 2000 / UTM 25S
5635,Coordinate Reference System,32099,7302,NAD27 / Louisiana Off
5636,Coordinate Reference System,32199,7302,NAD83 / Louisiana Off m
5637,Coordinate Reference System,32600,7302,WGS 84 / UTM system N
5638,Coordinate Reference System,32700,7302,WGS 84 / UTM system S
5639,Coordinate Reference System,32663,7302,WGS 84 / Equidistant Cyl
5640,Coordinate Reference System,3465,7302,NAD83(NSRS) / AL E (m)
5641,Coordinate Reference System,3466,7302,NAD83(NSRS) / AL W (m)
5642,Coordinate Reference System,3484,7302,NAD83(NSRS) / AR N (m)
